text,true_label,predicted_label
"An official within Democratic nominee Hillary Clinton s presidential campaign appeared to have discussions with sources inside the Department of Justice (DOJ) about ongoing open records lawsuits regarding the former secretary of State s emails, according to an email released on Tuesday.In an email from May 2015, Clinton campaign spokesman Brian Fallon said that  DOJ folks  had  inform[ed]  him about an upcoming status conference in one of the lawsuits regarding Clinton s private email setup. The information about an upcoming court event would have been public knowledge and open for all to attend. And it s unclear whether the people Fallon spoke to at the Justice Department were officials who regularly communicate with the public. However, the fact that Fallon   a former spokesman with the Department of Justice   remained in contact with anyone from the department is likely to renew allegations that the Obama administration maintained an especially cozy relationship with the former secretary of State s presidential campaign.On Tuesday, Republican presidential nominee Donald Trump said the connection was  unbelievable .The email  shows a level of collusion which calls into question the entire investigation into her private server,  Trump spokesman Jason Miller said in a statement on Tuesday. The Department of Justice must release all communications with the Clinton campaign and her allies as soon as possible in order to definitively prove their investigation was completely above board. Read more: The Hill",0,1
"Weakness invites aggression and it s hard to imagine we could have a weaker, more apathetic President. So this news should come as a surprise to no one. North Korea on Sunday defied international warnings and launched a long-range rocket that the United Nations and others call a cover for a banned test of technology for a missile that could strike the U.S. mainland.Whatever motives Pyongyang may have about using its rocket launches to develop nuclear-tipped long-range missiles, it now has two satellites circling the Earth, according to NORAD, the North American Aerospace Command, which monitors all satellites in orbit.Both of the Kwangmyongsong, or  Shining Star,  satellites complete their orbits in about 94 minutes and based on data released by international organizations tracking them, the new one passed almost right over Levi s Stadium about an hour after the Super Bowl ended. It passed almost directly overhead Silicon Valley, which is where I am and where the stadium is,  tech watcher Martyn Williams said in an email to The Associated Press.  The pass happened at 8:26 p.m., after the game. I would put it down to nothing more than a coincidence, but an interesting one. The game in Santa Clara, California, ended at 7:25 p.m. local time.North Korea claims Sunday s successful satellite launch was its fourth.The first two have never been confirmed by anyone else, but experts worldwide agree it got one into orbit in 2012 and NORAD, which is hardly a propaganda mouthpiece for Pyongyang, now has both that and the satellite launched on Sunday on its official satellite list.Kwangmyongsong 4, the satellite launched Sunday, has the NORAD catalog number 41332 and Kwangmyongsong 3-2, launched in 2012, is 39026. They are described as Earth observation satellites, and weigh about 100 kilograms (220 pounds) apiece.Their main applications, according to Pyongyang, are monitoring the weather, mapping natural resources and forest distributions and providing data that might help farmers improve their crops.North Korea s state-run media quoted scientists and researchers at the North s State Hydro-Meteorological Administration as saying Sunday they are  are delighted at the news  of the launch. Its deputy director, Ryu Pong Chol, reportedly said it will give a big boost to North Korean weather forecasters.That remains to be seen.No signals from the previous satellite, which North Korea claimed transmitted the  Song of General Kim Il Sung  and  Song of General Kim Jong Il  after achieving orbit, have ever been confirmed by outside observers. That might be because it was never stable enough to transmit anything back home.Signals from the new satellite had also yet to be detected. Amateurs and experts alike are doing their best to listen in around the world, but it is unclear exactly what frequency the satellite is supposed to be using, or what it will be transmitting.Via: AP",0,1
"President Barack Obama pledged $90 million ( 67 million) on Tuesday to help Laos recover millions of unexploded bombs secretly dropped there by US planes during the Vietnam War, saying the clean-up was a  moral obligation . Mr Obama is in Laos for a summit of Southeast Asian leaders, making him the first sitting president to visit the communist country, which is sandwiched between Thailand and Vietnam.A young boy stands in front of a building made with repurposed bomb shells.He said it was time to at last acknowledge the toll American bombing had taken on the people of Laos. Villages and entire valleys were obliterated. Countless civilians were killed. That conflict was another reminder that, whatever the cause, whatever our intentions, war inflicts a wrenching toll, especially on innocent men, women and children,  he said.Read more: Telegraph",0,1
"The 2016 contenders for the White House have used social media platforms such as Twitter and Facebook as campaign tools to an extent not seen previously in U.S. presidential politics. But usage and tactics vary widely across the campaigns of the 11 top Republicans and three top Democrats in the race. (Graphic: tmsnrt.rs/1UvTsE2) Following are some key social media usage and engagement statistics on the major candidates’ campaigns. Social media data were gathered on Republicans Donald Trump; Ben Carson; Marco Rubio; Ted Cruz; Jeb Bush; John Kasich; Chris Christie; Carly Fiorina; Rand Paul; Mike Huckabee; and Rick Santorum; and on Democrats Hillary Clinton; Bernie Sanders; and Martin O’Malley.     The 2016 presidential candidates with the most followers, in order:     1. Donald Trump (@realDonaldTrump)     2. Hillary Clinton (@HillaryClinton)     3. Bernie Sanders (@BernieSanders)     4. Ben Carson (@RealBenCarson) 5. Marco Rubio (@marcorubio)     Chris Christie (@ChrisChristie) has the fewest followers, followed by John Kasich (@JohnKasich) and Jeb Bush (@JebBush).     The 2016 presidential candidates who follow the most accounts, in order:     1. Ted Cruz     2. John Kasich     3. Marco Rubio     4. Bernie Sanders     5. Hillary Clinton     Donald Trump is following the fewest accounts, followed by Ben Carson and Chris Christie.      Presidential candidates with the most tweets (including retweets), in order:     1. Donald Trump     2. Ted Cruz     3. Mike Bloomberg     4. John Kasich     5. Bernie Sanders     Ben Carson has tweeted the least, followed by Chris Christie and Jeb Bush.     Presidential candidates whose campaign profiles have been on Twitter the longest, in order:     1. Marco Rubio     2. John Kasich 3. Mike Huckabee 4. Martin O’Malley     5. Donald Trump     Hillary Clinton was the last candidate to create a Twitter profile for her 2016 presidential bid, and the campaigns of Chris Christie and Ben Carson joined just months prior to the Democratic presidential front-runner. Presidential candidates with the most “likes” on Facebook, in order: 1. Donald Trump (5,500,909 “likes” and counting) 2. Ben Carson (5,053,021 “likes” and counting) 3. Bernie Sanders (2,497,947 “likes” and counting) 4. Hillary Clinton (2,316,417 “likes” and counting) 5. Rand Paul (2,106,854 “likes” and counting) The following 2016 presidential candidates have accounts on Snapchat, a social media platform favored by millennials:     1. Bernie Sanders (@bernie.sanders)     2. Hillary Clinton (@hillaryclinton)     3. Chris Christie (@christie.2016)     4. Ben Carson (@drbencarson)     5. Jeb Bush (@jebbush)     6. Ted Cruz (@cruz4president)     7. John Kasich (@johnkasich)     8. Marco Rubio (@marcorubio)     9. Carly Fiorina (@carlyfiorina16)    10. Martin O’Malley (@governoromalley)    11. Rand Paul (@senatorrandpaul) Donald Trump, Rick Santorum and Mike Huckabee do not have Snapchat accounts, according to a Snapchat representative. Among all millennials who are likely to vote in the 2016 presidential election, about one-third (34 percent) use Snapchat and nearly two-thirds (63 percent) of millennial Snapchat users are following the campaign closely, the representative said. The Sanders, Cruz, Kasich, and Paul campaigns have all sponsored Snapchat video or geofilter ads.",1,0
"President Barack Obama’s half-brother, Malik Obama, says he will vote for Republican nominee Donald Trump in the U.S. election in November because he likes the candidate and he is unhappy with his brother’s leadership.  Malik, who is in his 50s, told Reuters by phone from Obama’s ancestral home of Kogelo in western Kenya that he supports Trump’s policies, especially his focus on security.  “He appeals to me and also I think that he is down to earth and he speaks from the heart and he is not trying to be politically correct. He’s just straight-forward,” he said.  MORE ELECTION COVERAGE* Divisions plague Democrats as they open convention to anoint Clinton* Wider Image: Women workers on the Clinton campaign * Kaine makes campaign-trail debut Malik, a U.S. citizen, has lived in Washington since 1985 where he worked with various firms before becoming an independent financial consultant.  Trump’s stance against Muslims coming in to the United States was understandable even to Muslims like himself, Malik said.  “I’m a Muslim, of course, but you can’t have people going around just shooting people and killing people just in the name of Islam,” he said.  He criticized President Obama’s record in the White House saying he had not done much for the American people and his extended family despite the high expectations that accompanied his election in 2008, both in the United States and Kenya.  The two men appear to have drifted apart but were previously close. Malik has visited the president in the Oval office and was also best man at Barack’s wedding.  Obama’s election created much excitement in Kenya especially in Kogelo village where their father was born before going to study at the University of Hawaii.  Obama visited Nairobi, in the first ever trip by a sitting U.S. president to the East African nation last July, and promised to visit more often when he leaves office.  Malik defended his right to criticize his brother, citing freedom of expression.  “To each his own. I speak my mind and I’m not going to be put in a box just because my brother is the President of the United States,” Malik said.",1,0
"French cosmetics giant L Oreal sacked its first transgender model to appear on a British advertising campaign after she described all white people as racist on Facebook. London-based model Munroe Bergdorf had announced on her Facebook page on August 27 that she was to be part of the French cosmetics brand s new advertising campaign celebrating diversity. In an online message that later appeared on Friday to have been deleted, Bergdorf said, according to the Daily Mail newspaper:  Honestly I don t have energy to talk about the racial violence of white people any more. Yes ALL white people.   L Oreal s UK unit said on its Twitter page it had decided to terminate her contract:  L Oreal champions diversity. Comments by Munroe Bergdorf are at odds with our values and so we have decided to end our partnership with her.  In a post on her page on Friday, Bergdorf criticized the Daily Mail article and sought to defend her comments, which she said were a reaction to the violence of white supremacists in Charlottesville in the United States.    When I stated that  all white people are racist , I was addressing that fact that western society as a whole, is a SYSTEM rooted in white supremacy - designed to benefit, prioritize and protect white people before anyone of any other race,  she said.",1,0
"The eldest son of ex-Alaska Gov. Sarah Palin beat the daylights out of his own father after he broke into his parents home in a drunken rage, according to documents released by local police.Track Palin, 28, was busted Saturday and charged with first-degree burglary, fourth-degree assault and criminal mischief, and remains in custody.A court document said that the younger Palin wanted to visit the home to retrieve a truck.But his father, Todd Palin, told him to stay away because Track Palin was drunk and on pain medication, according to a police affidavit and charging documents obtained by the Los Angeles Times. Track told him he was [going to] come anyway to beat his ass,  according to an affidavit filed by Wasilla Police Officer Adam LaPointe.Todd Palin answered the door armed with a pistol when his son arrived, but Track broke a window to get into the house and then started savagely beating him, cops said.The younger Palin threw his dad to the ground and hit him repeatedly on the head, leaving him covered in blood and with a liquid oozing from his ear, the documents said.Sarah Palin, the 2008 Republican vice presidential nominee, called police at 8:30 p.m. and said her son was  freaking out and was on some type of medication. When cops arrived, they saw the parents fleeing the house in separate vehicles, Todd Palin with blood running down his face and Sarah Palin looking  visibly upset,  the paper reported.Police confronted Track Palin, who called them  peasants,  and told them to lay down their weapons, according to the documents. Eventually, Palin left the house and was handcuffed.He told cops that had told his father to shoot him several times, according to the documents.  NYP",0,1
"The controversy surrounding Obama s prison reforms continues with the release of more  non-violent  drug dealers. Andy McCarthy had this to say about the lawlessness of Obama s release of prisoners: In making a mockery of his core constitutional duty to execute the laws faithfully, the broad law-enforcement discretion the Constitution vests in the executive branch has been President Obama s preferred sleight of hand. In reality,  prosecutorial discretion  is merely a resource-allocation doctrine peculiar to criminal law: a recognition of the obvious fact that enforcement resources are finite; that it is neither possible nor desirable that every penal infraction be prosecuted; and therefore that priorities must be established about which cases should be pursued, which left to state law-enforcement to handle, and which overlooked. The doctrine has never been what the president has turned it into: a license not merely to ignore but to rewrite laws   not just penal laws; any laws   with which he disagrees on policy grounds. He s set a record with the number of releases:President Barack Obama commuted the prison sentences of 95 people, mainly for non-violent, drug-related offenses, and pardoned two others, the White House said in a statement on Friday.Obama has made reforms to the US criminal justice system to reduce the number of people serving long sentences for non-violent drug crimes one of the top priorities for his remaining year in office.With the move on Friday, President Obama, who signed the Fair Sentencing Act in 2010, has now granted 184 commutations during his time in office   more than the last five presidents combined.The number of sentences Obama commuted Friday is more than double the number he granted this summer and it s the third time this year he s given clemency, the Washington Post reported. I commuted the sentences of 95 men and women who had served their debt to society, another step forward in upholding our ideals of justice and fairness,  Obama said.The Fair Sentencing Act reduced the sentencing disparities between crack and powder cocaine offenses and many of the pardoned offenders would have faced shorter penalties under today s laws.Each of the 95 people who received a commutation Friday got a personal letter from the president.He wrote:  I believe in your ability to prove the doubters wrong, and change your life for the better.Ex-Democratic presidents Bill Clinton and Jimmy Carter reduced sentences for 90 inmates total.Republicans George W Bush, his father and Ronald Reagan commuted sentences for 27 people.",0,1
"President Trump called Obama s agreement with Australia to bring in economic parasites disguised as refugees to the US a  bad deal  and a  dumb deal . President Obama made this deal right before leaving office dumping it into the lap of the incoming administration. Trump was unhappy about this  dumb deal  but reluctantly decided to send US officials to vet the refugees:US Officials just abruptly halted screening and left the offshore detention centre on Friday. Is this a sign that this  bad deal  is upside down and will not go forward? We certainly hope so!AUSTRALIA, Christmas Island: Here are some of the so-called  asylum seekers  from the hordes of Muslims who have been washing up on the shores of Australia and demanding asylum, even though most are not political refugees, but economic parasites. Do these Iranian illegals look like they are starving to you? THIS WAS A SETUP BY OBAMA   THE US HAS NO BUSINESS TAKING ECONOMIC PARASITES FROM IRAN!THE LATEST ON THESE ECONOMIC PARASITES:Reuters Reports:US officials interviewing refugees held in an Australian-run offshore detention centre have left the facility abruptly, throwing further doubt over a plan to resettle many of the detainees in America.US officials halted screening interviews and departed the Pacific island of Nauru on Friday, two weeks short of their scheduled timetable and a day after Washington said the United States had reached its annual refugee intake cap. US officials were scheduled to be on Nauru until July 26 but they left on Friday,  one refugee told Reuters, requesting anonymity as he did not want to jeopardise his application for US resettlement.In the United States, a senior member of the union that represents refugee officers at US Citizenship and Immigration Services (USCIS), a Department of Homeland Security agency, told Reuters his own trip to Nauru was not going forward as scheduled.Jason Marks, chief steward of the American Federation of Government Employees Local 1924, told Reuters his trip has now been pushed back and it was unclear whether it will actually happen.The Australian Immigration Department declined to comment on the whereabouts of the US officials or the future of a refugee swap agreement between Australia and the United States, which President Donald Trump earlier this year branded a  dumb deal .An indefinite postponement of the deal would have significant repercussions for Australia s pledge to close a second detention centre on Papua New Guinea s Manus island on October 31.Only 70 refugees, less than 10 per cent of the total detainees held in the camp, have completed US processing. The US deal looks more and more doubtful,  Ian Rintoul from the Refugee Action Coalition said.Former US President Obama agreed a deal with Australia late last year to offer refuge to up to 1250 asylum seekers.The Trump administration said it would only honour the deal to maintain a strong relationship with Australia, and then only on condition that refugees satisfied strict checks.In exchange, Australia has pledged to take Central American refugees from a centre in Costa Rica, where the United States has taken in a larger number of people in recent years.The US government confirmed on Thursday that its refugee intake cap of 50,000 people had been reached with the new intake year not due to begin until October 1.The majority of the detainees interviewed on both Manus and Nauru by US officials in April are from Sudan, Somalia and Afghanistan.Australia has already offered detainees up to $25,000 to voluntarily return to their home countries, an offer few have taken up.",0,1
"An Italian man was sentenced on Friday to 24 years in prison for infecting more than 30 women with the HIV virus, after having unprotected sex with them despite knowing that he was HIV positive, a court ruled. Valentino Talluto, a 33-year-old accountant, seduced dozens of women via social networks for a decade before his arrest in November 2015. Police believe he had sex with at least 53 women during that time, passing on the virus to 32 of them. The male partners of three of the women subsequently contracted the potentially fatal illness, as did an eight-month-old infant of a fourth woman. Talluto often found an excuse not to wear a condom, telling his partners that he was allergic to them, or had just had an HIV test, the court in Rome heard.  He expressed regret for what had happened, but said he did not realize the consequences of his actions.  Prosecutors had urged the court to give him life in jail, saying he had provoked an HIV epidemic. The court rejected this, convicting him instead of  grievous and incurable bodily harm . Many of the women only discovered they had HIV after they heard of Talluto s arrest and had a test. The HIV/AIDS pandemic has killed around 35 million people worldwide since it began in the 1980s.",1,0
"WQOW -A Lacrosse, WI transgender person, who recently announced her primary campaign against Congressional Representative Ron Kind, is now in custody of the NYPD on grand larceny charges.Juliet D Germanotta, 36, was arrested on February 12 by the La Crosse County Sheriff s Department at 400 La Crosse Street. That arrest followed a call to the DA s office from the NYPD saying that Germanotta was wanted for grand larceny in the third degree.According to the New York Post, a congressional candidate from Wisconsin was busted by the NYPD in her home state when she tried to sell a ring she ripped off from a Manhattan jewelry store, police said Wednesday.Juliet Germanotta   who in campaign literature vowed to keep the state  fiscally responsible by questioning expenses     had ordered a $4,800, 18-karat yellow gold Zambian emerald and diamond ring from Mikaelians Jewelry on West 47th Street in Midtown on Sept. 19.But Germanotta, 36, who describes herself as a  proud transgender woman,  claimed the ring she received was not to her liking and requested her money back from the store.Instead of sending the real ring back, she sent the store a $10 replica   and sold the original, cops said.Mikaelians filed a complaint with the NYPD on Oct. 2, recognizing the ring they received in return as a phony. And when Germanotta s buyer in Wisconsin had the real ring appraised, it was learned that the jewelry was hot.NYPD detectives picked up Germanotta in Wisconsin, where she confessed to the crime, authorities said.She waived extradition in court Tuesday.",0,1
"The story “Trump son-in-law Jared Kushner visits Iraq, U.S. official says”, the accompanying alert and subsequent update are wrong and were withdrawn. A substitute story is available here",1,0
"Bryan Pagliano is in hot water with this and he knows it. Is water boarding an option here? Seriously, they need his testimony but he s obviously not going to incriminate himself so he pleads the fifth.The State Department IT worker who managed Hillary Clinton s private email server while she was secretary of state will plead the Fifth Amendment if called to testify about his work on the Democratic presidential candidate s mysterious email setup, his attorney informed the House Select Committee on Benghazi this week. The committee subpoenaed Bryan Pagliano on Aug. 11, according to The Washington Post. In addition to testifying on Sept. 10, committee chairman Trey Gowdy asked Pagliano to produce documents related to the servers he managed on behalf of Clinton. Pagliano worked on Clinton s 2008 presidential campaign before moving over to the State Department in May 2009, several months after Clinton took office. He left the agency at the same time as Clinton, in Feb. 2013. But in a letter to the Benghazi Committee on Monday, Mark MacDougall, Pagliano s attorney, said that his client would assert his constitutional right against self-incrimination if called to testify. Pagliano is one of numerous Clinton aides that Gowdy s panel intends to interview. Two of Clinton s top aides will testify this week. Clinton herself is scheduled to publicly testify next month.",0,1
WOW! John McCain is leading a vicious campaign against the Russian government since the November election.In January McCain suggested the Russian  hacking  of the election was an  act of war. Sworn Donald Trump enemy John McCain also admitted to passing a dossier of false claims of a Russian blackmail plot against the president-elect to the FBI.But OOPS! It looks like it wasn t that long ago that Senator McCain requested campaign donations from Russian officials for his Presidential campaign.Wikileaks released documents this week following the sudden death of Russian UN ambassador Vitaly Churkin.There are several documents Wikileaks has on McCain s request for donations from the Russians.In 2008 the Russian mission released a letter on a fundraising attempt from John McCain.  GPAccording to Reddit users John McCain illegally asked for campaign donations from the Russian Ambassador. (the same ambassador that died suddenly on Monday) This globalist shrieks about Russian influence while he himself participated in it.The Russians told McCain they would not donate to his campaign.,0,1
"The story below from the liberal New York Times is hysterical! Rex Tillerson is sweeping the State Department clean! The angle of the NYT article is one of horror and shock that Tillerson could let these lifers in the bloated bureaucracy of the State Department go in such large numbers. How dare he! LOL!5 MINUTES AND YOU RE OUTTA HERE:Of all the State Department employees who might have been vulnerable in the staff reductions that Secretary of State Rex W. Tillerson has initiated as he reshapes the department, the one person who seemed least likely to be a target was the chief of security, Bill A. Miller.Mr. Miller got just five minutes with the secretary of state, the former officials said. Afterward, Mr. Miller, a career Foreign Service officer, was pushed out, joining a parade of dismissals and early retirements that has decimated the State Department s senior ranks. Mr. Miller declined to comment.DEMOCRATS GO NUTS OVER  HOLLOWING-OUT  OF DEPARTMENT:Democratic members of the House Foreign Relations Committee wrote a letter to Tillerson citing what they said was  the exodus of more than 100 senior Foreign Service officers from the State Department since January . They expressed concern about  what appears to be the intentional hollowing-out of our senior diplomatic ranks. Career diplomats are outta here! Tillerson has also slashed the State Department budget by 31 percent! This is great!Tillerson has also frozen hiring and offered payouts to many career employees He s hoping to reduce the State Department workforce by 2,000! Yes, 2,000!MAGA!",0,1
"Several hundred people, most of them expatriate Americans, held a protest on Friday in the Japanese capital, Tokyo, against U.S. President-elect Donald Trump, hours before his inauguration in Washington. Some people held up electric candles and others carried placards reading “Love Trumps Hate” and “Women’s Rights Are Human Rights”, as they marched along a downtown street. “Trump presidency gets my blood boiling ... Everything we value could be gone. It’s time to speak your mind and concerns and to do our best to salvage the values we cherish in America,” said Bill Scholer, an art teacher. “I grew up in the 1960s, and it feels like we are going backwards, and am very worried that we will lose all of the advances we have made over these years,” said Holly Thompson, a writer.  Women’s rights activists plan protests in various Asian cities on Saturday. In the Philippines earlier on Friday, about 200 demonstrators from a Philippine nationalist group rallied for about an hour against Trump outside the U.S. embassy in Manila. Some held up signs demanding U.S. troops leave the Philippines while others set fire to a paper U.S. flag bearing a picture of Trump’s face. Trump’s presidency is being viewed with caution in some parts of Asia. He alarmed China by breaking with decades of precedent last month by taking a congratulatory telephone call from Taiwan’s President Tsai Ing-wen. China regards Taiwan as a renegade province and objects to countries interacting with it as a violation of Beijing’s “one-China” principle. Trump has even raised questions about the U.S. position on the principle. Trump has also criticized China’s trade practices and threatened to impose punitive tariffs on Chinese imports. He has also said he would kill an ambitious Asia-Pacific trade pact, raising questions about the prospects for globalization and free trade.",1,0
"Donald Trump rejected criticism from the father of a soldier killed in Iraq who said the Republican presidential nominee had “sacrificed nothing and no one” and questioned whether the mother was allowed to speak during the couple’s appearance at the Democratic convention.  “I think I’ve made a lot of sacrifices,” Trump told ABC News in excerpts of an interview posted on Saturday. “I work very, very hard.”  Khizr Khan, a U.S. citizen of Pakistani origin and a Muslim, won widespread praise when he spoke Thursday at the Democratic National Convention, telling the story of his son, U.S. Army Captain Humayun Khan, who was killed by a bomb in Iraq in 2004.  He also attacked Trump for proposing a temporary ban on Muslims entering the United States and asked if the candidate had read the U.S. Constitution. He pulled out a pocket-copy from the inside of his suit coat, in one of the most commented moments on the night that Hillary Clinton accepted her party’s nomination for president.   “Did Hillary’s script writers write it?” Trump asked ABC’s George Stephanopoulos in the interview, saying he has indeed sacrificed by employing thousands of people, and raising “millions of dollars” for veterans.  Trump said Khan appeared “very emotional and probably looked like a nice guy to me.” But the businessman also cast doubt on why Khan’s wife did not speak. “She was standing there, she had nothing to say, she probably, maybe she wasn’t allowed to have anything to say, you tell me,” Trump said. Clinton at a campaign rally Saturday night in Youngstown, Ohio, said the Khans specifically and Muslims generally are the most recent recipients of Trump’s insults, and referenced his past statements about immigrants and the disabled. “It’s a long list my friends. I don’t know, maybe he doesn’t have anything positive to say,” Clinton said.  Earlier in the day, Clinton said in a statement that she was “very moved to see Ghazala Khan stand bravely and with dignity in support of her son on Thursday night. And I was very moved to hear her speak last night, bravely and with dignity, about her son’s life and the ultimate sacrifice he made for his country.” Ghazala Khan told MSNBC on Friday that she chose not to speak because she still cannot bear to see her son’s photographs. Khizr Khan told the New York Times that the Clinton campaign asked if he need speechwriting help or coaching. “I said: ‘I really don’t, I have my thoughts in my head,’” Khan told the Times, adding, “‘Just let me say what I want to say. It will be heart-to-heart’.”",1,0
"Late-night TV host Jimmy Kimmel opened his program Monday with a ten-minute political rant about Sunday s mass murder in Las Vegas, saying  now is the time for political debate  about gun control.Dismissing as inadequate calls for prayers for the victims by President Donald Trump, House Speaker Paul Ryan, and Senate Majority Leader Mitch McConnell (R-KY), the Jimmy Kimmel Live host said:  they should be praying for God to forgive them for letting the gun lobby run this country. Kimmel railed against lawmakers who  won t do anything about this because the NRA has their balls in a money clip,  insisting that their  thoughts and your prayers are insufficient. The comic responded to those saying there was nothing that could have been done to stop Sunday s attack.  I disagree with that intensely,  Kimmel said,  because of course there s something we can do about it.   BreitbartMeanwhile, reports are coming out that Kimmel has increased his security detail  which consists of highly-trained, off-duty police officers.According to a report from The Blast on Monday, late night host Jimmy Kimmel has been bulking up on his security for his Jimmy Kimmel Live! show tapings, including the addition of  highly-trained, off-duty police officers  at both the front and back entrances. Per the report:Sources close to the show tell The Blast that ever since Kimmel re-ignited his campaign against the Republicans  health care proposals, the comedian has had some issues with protestors at the show.We re told the show has responded by adding security to the tapings   increasing personnel at both the front and back entrances.",0,1
"Assimilate or go home In the latest move to deny citizenship to anyone who chooses not to assimilate with Swiss culture, authorities have rejected the naturalization application of two Muslim girls who refused to take required swimming lessons at school because boys would be present in the pool.The girls, ages 12 and 14, who live in the northern city of Basel, had applied for Swiss citizenship several months ago, but their request was denied, Swiss media reported Tuesday.The girls, whose names were not disclosed, said their religion prevents them from participating in compulsory swimming lessons with males in the pool at the same time. Their naturalization application was rejected because the sisters did not comply with the school curriculum, Basel authorities said. Whoever doesn t fulfill these conditions violates the law and therefore cannot be naturalized,  Stefan Wehrle, president of the naturalization committee, told TV station SRF on Tuesday.The case shows how those who don t follow Swiss rules and customs won t become citizens, even if they have lived in the country for a long time, are fluent in one of the national languages   German, French or Italian   and are gainfully employed.In April, members of an immigrant family in the Basel area were denied citizenship because they wore sweatpants around town and did not greet passersby   a sure sign that they were not sufficiently assimilated, the naturalization board claimed.Another recent case sparked widespread outrage in Switzerland when two Muslim brothers refused to shake hands with their female teacher, also citing religious restrictions. Shaking hands with a teacher is a common practice in Swiss schools.After that incident was widely publicized, authorities suspended the naturalization request from the boys  father, an imam at the Basel mosque.The swimming case involving the two girls is the first to deny naturalization applications for not complying with a school program, setting precedence for future cases, Wehrle said.This is not the first time Switzerland s Muslim community has stirred controversy over swimming lessons. In 2012, a family was fined $1,500 for forbidding their daughters to participate in swimming classes.The matter eventually ended up in the Supreme Court, which ruled that no dispensations from swimming lessons should be made on religious grounds.In Switzerland, unlike in the United States and many other countries, integration into society is more important for naturalization than knowledge of national history or politics. Candidates for citizenship must prove that they are well assimilated in their communities and respect local customs and traditions.  DC Watchdog  Via: Shoebat",0,1
"As a Supreme Court decision on abortion rights is highly anticipated in the United States, few are as uniquely positioned to assess its impact as reproductive rights attorney Kathryn Kolbert, who argued the last major abortion case before the high court. In that 1992 challenge, the landmark Roe v. Wade ruling legalizing abortion survived, but the Supreme Court allowed for such state regulations as waiting periods. The decision was written by Justices Sandra Day O’Connor and David Souter, who have retired, and Justice Anthony Kennedy. Kennedy is seen as pivotal in the current case which picks up, in a sense, where the earlier case, Planned Parenthood v. Casey, left off. This time, the court is deciding if Texas has created an undue burden for women by imposing stiff regulations on abortion clinics and doctors. Critics say the rules are a backdoor means to restrict access to abortion, known as TRAP laws. More than half of Texas’ clinics have closed, leaving fewer than 20, advocates say, to serve the state of 27 million people. Hardest hit have been rural, poor women for whom distance and cost have put abortions out of reach, they say. Supporters of the laws say they protect women’s health, however. The regulations require clinics to upgrade to hospital standards and doctors performing abortions to have formal agreements to admit patients to local hospitals.  Kolbert, who heads the Athena Center for Leadership Studies at New York’s Barnard College, talked with the Thomson Reuters Foundation about the Supreme Court and abortion rights. She co-founded the Center for Reproductive Law and Policy, which is representing Whole Women’s Health, the chain of clinics challenging the Texas regulations. THOMSON REUTERS FOUNDATION: It seems the issues being addressed in the Texas case come out of the Casey case, that the regulations are an undue burden. KOLBERT: The main issue in the case is how the undue burden standard will be interpreted going forward. The whole question comes down to Justice Kennedy and how he sees that standard, and he frankly is much more in the middle. Does he come back to what he articulated in Casey, or is he pushed a little bit to the right with the influence of the other justices? For me, the biggest concern is Justice O’Connor, who he clearly listened to, is no longer on the court. TRF: What do you think in essence underlies the abortion issue? KOLBERT: It’s an issue that ties together the coalitions on the right, the fundamentalists, the Catholics, the people who basically are business conservatives. It’s about power. It’s about equality. There’s a lot of pushback in America still about giving women the ability to go beyond what they are, their life as a wife and mother, which is the culturally dominant view.  TRF: TRAP laws are often hard to explain because they seem so benign. KOLBERT: That’s a strategy. Those who are writing these restrictions are looking for things that sound reasonable but in practice are incredibly problematic for women, particularly those who have less political power. So young women and poor women are the first that are going to be affected negatively. If you look at every restriction that’s been introduced since 1973, they are all under the guise of reasonableness. TRF: Texas is the case being tested. Is it safe to say there are similar situations in other states? KOLBERT: All over the country, yes. Frankly, if this is upheld the same statute will be enacted in 25 states within three years. That’s what makes it so dangerous. TRF: What are the possibilities of what the Supreme Court could do? KOLBERT: Remember the court has got only eight justices right now, so the option is really one of three. We win five to three, which means that we have (Justice Elena) Kagan, (Justice Stephen) Breyer, (Justice Sonia) Sotomayor, (Justice Ruth) Ginsberg and Kennedy.... Kennedy wrote Casey, so that’s a reasonable assumption. The second possibility is that the court would not make a decision right now and would send the case back for taking of additional evidence ... which is what I think of as looking for an out. They could remand the case for a determination of whether or not there are a sufficient number of clinics within the state to handle the excess capacity of women needing abortions that would happen when you close so many clinics. So we could win, there could be an ‘out’ or we could lose. If the court divided four-four..., then the lower court decision would be upheld. That would be interpreted as a major win for the anti-abortion groups, and we would see laws like this in every state in the country. TRF: If you had to put your money on any of those three options, which one do you see more likely? KOLBERT: I certainly hope that we can keep Justice Kennedy. If not, then I think they’ll send it back for more evidence. TRF: What’s it like to argue a case before the Supreme Court?  KOLBERT: It’s pretty awesome, it’s scary. For me though it was all about the women we were representing. It’s the doctors and the clinics, the providers who do the hard work, who meet with women facing unintended pregnancies every single day. It was being able to be a spokesperson for them and to explain their plight and explain what they’re going through that was the most gratifying part of the job.",1,0
